"","bx1....rep.0..times...100.","bx2....rep.0..times...100.","bx3....rep.0..times...100.","bz1....rep.0..times...100.","mod1_est.bx1....rep.0..times...100.","mod1_est.bx2....rep.0..times...100.","mod1_est.bx3....rep.0..times...100.","mod1_est.bz1....rep.0..times...100.","mod2_est.bx1....rep.0..times...100.","mod2_est.bx2....rep.0..times...100.","mod2_est.bx3....rep.0..times...100.","mod2_est.bz1....rep.0..times...100.","mod3_est.bx1....rep.0..times...100.","mod3_est.bx3....rep.0..times...100.","mod3_est.bx3....rep.0..times...100..1","mod3_est.bz1....rep.0..times...100.","mod4_est.bx1....rep.0..times...100.","mod4_est.bx2....rep.0..times...100.","mod4_est.bx3....rep.0..times...100.","mod4_est.bz1....rep.0..times...100.","mod5_est.bx1....rep.0..times...100.","mod5_est.bx2....rep.0..times...100.","mod5_est.bx3....rep.0..times...100.","mod5_est.bz1....rep.0..times...100.","bx1","bx2","bx3","bz1","mod1_est.bx1","mod1_est.bx2","mod1_est.bx3","mod1_est.bz1","mod2_est.bx1","mod2_est.bx2","mod2_est.bx3","mod2_est.bz1","mod3_est.bx1","mod3_est.bx2","mod3_est.bx3","mod3_est.bz1","mod4_est.bx1","mod4_est.bx2","mod4_est.bx3","mod4_est.bz1","mod5_est.bx1","mod5_est.bx2","mod5_est.bx3","mod5_est.bz1"
"31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.093696229105861,0.0682059753863203,0.250154283613186,0.752255624155383,0.725040839429634,0.0517727877452635,0.0292704917330556,0.162803131591441,0.106892110536984,0.0497009574412526,0.19010252905614,1.12035940583267,0.10577264135417,0.0510274045858281,0.183716478748093,1.11958734452575,0.0566485042729412,0.0446413702206243,0.239075595025669,0.644699727521159,0.100792786563899,0.0284071425541952,0.213152249930585,0.728220500704531
"32",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039513088658872,0.124962550005246,0.250650611505694,0.752842615635459,0.725259590317851,0.0229642285935747,0.0888929111825856,0.143114839821149,0.0217965912061826,0.124528495858605,0.311267803240005,0.745572231330257,0.0213533024016359,0.126959716319844,0.309457878698354,0.738874819324794,0.0356474016947622,0.135495494461885,0.298334737371986,0.642153169614752,0.0273752798736729,0.116937836793447,0.253108231337058,0.723229092721176
"33",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0535888397818588,0.0375259540764786,0.0624852827716058,0.752905962674109,0.752701845570624,0.0246409662995699,0.0205697926220635,0.0320140937088835,-0.00635656411643745,0.0981599495974475,0.0214858908053473,0.846695228823566,-0.00548761713999619,0.0979632235500089,0.0243003478302997,0.843053689210829,-0.00565533565113771,0.0592684985631931,0.0414714210839984,0.909495162990522,0.00876580517250143,0.0594987983050176,0.0350411776317816,0.74448421173025
"34",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0468612774335012,0.0682779611045885,0.750863866697467,0.757298153914591,0.733769061922486,0.0295320367014983,0.0471751850285656,0.343486739400718,0.0912467462971125,0.0798775403710548,0.258126398500124,0.772887081882626,0.0900254469239669,0.078210687674859,0.269704341235051,0.774897028106896,0.059839527600047,0.0796924617162409,0.699905839341541,0.622191260951872,0.0531064713959155,0.0806567782453092,1.08413153692041,0.794286429397285
"35",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0937469548568441,0.0394443985743505,0.0622760580950143,0.74368547078967,0.742058200585024,0.0514287843372313,0.0138258215292288,0.0445237601098462,0.0472728834681663,0.0412190838637535,0.0471682710614535,0.613420196570931,0.0465375658294116,0.0411693513875389,0.0462245128985612,0.630948418665327,0.0459767922097384,0.0408709916917714,0.0700967473309674,0.828676841427063,0.0361103168152924,0.0413404406634405,0.0625858436858167,0.732450920044398
"36",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062599796428442,0.0750554522821927,0.749960367251738,0.766978262111517,0.785117842905757,0.0499553359432591,0.0405123885774648,0.383853238045699,0.0641035036239829,0.0391510277555316,0.886382324605045,0.81645321806497,0.0646491256133514,0.0366109750671212,0.860884378162905,0.816268738941742,0.0641712955142723,0.0762963127172598,1.02265751929761,0.680700869978175,0.0609980533014444,0.0962106081197189,0.831972924229355,0.795682687909069
"37",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0468757297226835,0.0623053532135057,0.749650015064226,0.757175345043915,0.752794615666154,0.0217748559738678,0.0465080242732431,0.354740819103744,0.057326112645762,0.0793382364507771,0.194227964747423,0.70307708315238,0.0544168843505334,0.079463328361315,0.194485618923298,0.701818709560266,0.067652810281028,0.0843137897336,0.0524950230215373,0.880944671087104,0.0689161630786493,0.0770890772513686,0.0299215965463921,0.792663798773248
"38",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187515255367799,0.149675362347604,0.375691676297439,0.745356514587284,0.734064762599124,0.106451302839028,0.0922682201039213,0.293949425051431,0.286712067124461,0.214899843896957,0.316129952133576,0.792975272557887,0.283433380327412,0.214678931327002,0.316235524911294,0.783971581787788,0.295511993277796,0.243366438163183,0.487282744010458,0.728414568441185,0.265166279554628,0.196245051159013,0.409512322205422,0.731722066110962
"39",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0624793201521397,0.0374362805897121,0.107263993524222,0.776087555066079,0.77784183608976,0.0436784217379083,0.0299355241333791,0.0766475808626237,0.0640851350059636,0.0230167507651694,0.048488788763492,0.864501303492531,0.06409290641299,0.022260609343707,0.0485774418993521,0.861094095840549,0.0391908608079041,0.0328901119887009,0.0703868285052011,0.943344348076811,0.0530635317563837,0.0349111112841579,0.0784039268012986,0.769518567478853
"40",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0535259855350182,0.039462845994985,0.37531751783599,0.743942421342939,0.773341755167594,0.0437420584733348,0.0219524662216238,0.171776712702326,0.0648639818503158,0.0298690850928423,-0.0209749009869591,1.06884923381934,0.0652528123832854,0.0301888684205742,-0.0318593914461741,1.05587323342147,0.0657202365751708,0.0408297751116671,0.216190057356182,0.775771364908643,0.0576614800052268,0.041752733564747,0.172799622140018,0.779470055656591
"41",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0442084676324043,0.0375148221926679,0.0681431914549306,0.745524660790334,0.765976970511362,0.0317424852176777,0.0295264386960342,0.0418510882392679,0.0267119117662491,0.0251523209498735,0.0855552910069089,1.02354824806734,0.026936930766132,0.0252046041023851,0.0859819253615705,1.01703816501639,0.031052457966159,0.0324944460971954,0.116478648137269,0.86647380637999,0.0405586195122455,0.0370245499513725,0.110811363793026,0.782576045354506
"42",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.374835040044285,0.150014093525646,0.0535350363811284,0.738633288227334,0.726493758011863,0.218906355787617,0.100639215870579,0.0333314612570195,0.0314345837537636,0.228807901606768,0.0193493000013718,1.20726972281289,0.0307083717459197,0.230149928085699,0.0192208689142512,1.21502390561992,0.457348198762657,0.222782349525282,0.0275915131267365,0.952094251733682,0.386400534476804,0.201350997310485,0.0237814594819363,0.73926666770012
"43",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625070973035889,0.106841048109655,0.375989111555683,0.744514466155673,0.763835895337626,0.0274651952749456,0.0647268894152863,0.235923835569815,0.106452438952176,0.0247169533381516,0.362013215364285,1.44998916991799,0.106860036224652,0.0256766272706676,0.373075346797838,1.46880266261833,0.091732665073879,0.0403943682107781,0.320089500764729,0.981666879167404,0.0883274712897156,0.0265542678770263,0.336064818391648,0.741200907787235
"44",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0934897592933897,0.0937527913490908,0.374808364408956,0.774756076686066,0.749901675214506,0.0559514672701912,0.0745253692896694,0.246728195068544,0.0891502600588715,0.124486147292959,0.562851544412551,0.462513205415736,0.0870328252009437,0.125566107591148,0.575919137845601,0.447112822879132,0.0536935405165171,0.0850910618085073,0.359051062677127,0.675632618812799,0.0686879661182004,0.093188281751185,0.424388335411083,0.78422821310375
